"ClaimID", "Remove", "ObjectID", PropertyID", "PropertyValue", "SourceID", "TimeStamp" 
"13847378","","9780321335708","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847379","","9780321335708","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847380","","9780321335708","AuthorsNamesList","Knuth Donald E","Gunter Koppon","null"
"13847381","","9780321335708","AuthorsNamesList","Knuth Donald E","Gunars Store","null"
"13847382","","9780321335708","AuthorsNamesList","Donald E. Knuth","Bobs Books","null"
"13847383","","9780321335708","AuthorsNamesList","KNUTH, DONALD","Bobs Books","null"
"13847384","","9780321335708","AuthorsNamesList","Donald Knuth","Bobs Books","null"
"13847385","","9780321335708","AuthorsNamesList","Knuth Donald E","Bobs Books","null"
"13847386","","9780321335708","AuthorsNamesList","Donald E. Knuth","MildredsBooks","null"
"13847387","","9780201853926","AuthorsNamesList","Not Available; Knuth, Donald Ervin; A","eCampus.com","null"
"13847388","","9780201853926","AuthorsNamesList","Knuth, Donald E","Powell's  Books","null"
"13847389","","9780201853926","AuthorsNamesList","Knuth, Donald E.","Indoo.com","null"
"13847390","","9780201853926","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847391","","9780201853926","AuthorsNamesList","Donald Ervin Knuth","paperbackworld.de","null"
"13847392","","9780201853926","AuthorsNamesList","Knuth, Donald E.","THESAINTBOOKSTORE","null"
"13847393","","9780201853926","AuthorsNamesList","Knuth, Donald Ervin","Caiman","null"
"13847394","","9780201853926","AuthorsNamesList","Knuth, Donald E.","Morgenstundt Buch & Kunst","null"
"13847395","","9780201853926","AuthorsNamesList","Knuth, Donald Ervin","Versandantiquariat Robert A. Mueller","null"
"13847396","","9780201853926","AuthorsNamesList","Donald E. Knuth","Marando.de Versandbuchhandlung","null"
"13847397","","9780201853926","AuthorsNamesList","Donald E. Knuth","AHA-BUCH","null"
"13847398","","9780201853926","AuthorsNamesList","Donald E. Knuth","Odeon Books","null"
"13847399","","9780201853926","AuthorsNamesList","Knuth, Donald E","Powell's  Books","null"
"13847400","","9780201853926","AuthorsNamesList","Donald E. Knuth John Fuller","Books Down Under","null"
"13847401","","9780201853926","AuthorsNamesList","KNUTH, DONALD E.","Books Down Under","null"
"13847402","","9780201853926","AuthorsNamesList","Donald E Knuth","The Book Depository","null"
"13847403","","9780201853926","AuthorsNamesList","Knuth, Donald E.","Revaluation Books","null"
"13847404","","9780201853926","AuthorsNamesList","Donald E. Knuth","Revaluation Books","null"
"13847405","","9780201853926","AuthorsNamesList","Donald E. Knuth","Papamedia.com","null"
"13847406","","9780201853926","AuthorsNamesList","Donald E. Knuth John Fuller","Bobs Books","null"
"13847407","","9780201853926","AuthorsNamesList","Knuth, Donald E.","AshleyJohnson","null"
"13847408","","9780201853926","AuthorsNamesList","KNUTH, DONALD E.","Bobs Books","null"
"13847409","","9780201853926","AuthorsNamesList","Knuth Donald","Gunars Store","null"
"13847410","","9780201853926","AuthorsNamesList","Knuth Donald","Gunter Koppon","null"
"13847411","","9780201853926","AuthorsNamesList","Donald E Knuth","Bobs Books","null"
"13847412","","9780201853926","AuthorsNamesList","Knuth Donald","Bobs Books","null"
"13847413","","9780201853926","AuthorsNamesList","Donald E. Knuth","MildredsBooks","null"
"13847414","","9780201853926","AuthorsNamesList","Knuth, Donald E.","Limelight Bookshop","null"
"13847415","","9780201853926","AuthorsNamesList","Donald E. Knuth","Revaluation Books","null"
"13847416","","9780201853933","AuthorsNamesList","Not Available","eCampus.com","null"
"13847417","","9780201853933","AuthorsNamesList","Donald E. Knuth","BEST BARGAIN BOOKS","null"
"13847418","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Indoo.com","null"
"13847419","","9780201853933","AuthorsNamesList","Knuth, Donald","textbookxdotcom","null"
"13847420","","9780201853933","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847421","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Quartermelon","null"
"13847422","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Browns Books","null"
"13847423","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","SWOOP","null"
"13847424","","9780201853933","AuthorsNamesList","Knuth, Donald Ervin","Caiman","null"
"13847425","","9780201853933","AuthorsNamesList","Donald Ervin Knuth","paperbackworld.de","null"
"13847426","","9780201853933","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847427","","9780201853933","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
"13847428","","9780201853933","AuthorsNamesList","Knuth, Donald E.","THESAINTBOOKSTORE","null"
"13847429","","9780201853933","AuthorsNamesList","Knuth, Donald Ervin","Movies With A Smile","null"
"13847430","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Mellon's Books","null"
"13847431","","9780201853933","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
"13847432","","9780201853933","AuthorsNamesList","Knuth, Donald Ervin","Versandantiquariat Robert A. Mueller","null"
"13847433","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Morgenstundt Buch & Kunst","null"
"13847434","","9780201853933","AuthorsNamesList","Donald E. Knuth","AHA-BUCH","null"
"13847435","","9780201853933","AuthorsNamesList","Donald E. Knuth","Marando.de Versandbuchhandlung","null"
"13847436","","9780201853933","AuthorsNamesList","Knuth, Donald E.","AlphaCraze.com","null"
"13847437","","9780201853933","AuthorsNamesList","Donald E. Knuth","Odeon Books","null"
"13847438","","9780201853933","AuthorsNamesList","Knuth, Donald E.","AlphaCraze.com","null"
"13847439","","9780201853933","AuthorsNamesList","Donald E. Knuth John Fuller","Books Down Under","null"
"13847440","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Books Down Under","null"
"13847441","","9780201853933","AuthorsNamesList","Donald E. Knuth","Blackwell Online","null"
"13847442","","9780201853933","AuthorsNamesList","Knuth, Donald Ervin (Author)","Quartermelon","null"
"13847443","","9780201853933","AuthorsNamesList","Donald E. Knuth","Players Quest","null"
"13847444","","9780201853933","AuthorsNamesList","Donald E Knuth","The Book Depository","null"
"13847445","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Stratford Books","null"
"13847446","","9780201853933","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847447","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Revaluation Books","null"
"13847448","","9780201853933","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847449","","9780201853933","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847450","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Revaluation Books","null"
"13847451","","9780201853933","AuthorsNamesList","Donald E. Knuth","Revaluation Books","null"
"13847452","","9780201853933","AuthorsNamesList","Donald E. Knuth","Papamedia.com","null"
"13847453","","9780201853933","AuthorsNamesList","Knuth, Donald Ervin (Author)","Stratford Books","null"
"13847454","","9780201853933","AuthorsNamesList","Donald E. Knuth John Fuller","Bobs Books","null"
"13847455","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Bobs Books","null"
"13847456","","9780201853933","AuthorsNamesList","Knuth Donald","Gunars Store","null"
"13847457","","9780201853933","AuthorsNamesList","Knuth Donald","Gunter Koppon","null"
"13847458","","9780201853933","AuthorsNamesList","KNUTH, DONALD E.","Bobs Books","null"
"13847459","","9780201853933","AuthorsNamesList","Donald E Knuth","Bobs Books","null"
"13847460","","9780201853933","AuthorsNamesList","Knuth Donald","Bobs Books","null"
"13847461","","9780201853933","AuthorsNamesList","Donald E. Knuth","MildredsBooks","null"
"13847462","","9780201853933","AuthorsNamesList","Knuth, Donald E.","Limelight Bookshop","null"
"13847463","","9780201853933","AuthorsNamesList","Donald E. Knuth","MildredsBooks","null"
"13847464","","9780201361216","AuthorsNamesList","Sedgewick, Robert","happybook","null"
"13847465","","9780201361216","AuthorsNamesList","Robert Sedgewick","ben artoge bookstore","null"
"13847466","","9780201361216","AuthorsNamesList","Robert Sedgewick","ben artoge bookstore","null"
"13847467","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Schmidsche Buchhandlung Fachbuch","null"
"13847468","","9780201361216","AuthorsNamesList","Sedgewick","textbooksNow","null"
"13847469","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Caiman","null"
"13847470","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Indoo.com","null"
"13847471","","9780201361216","AuthorsNamesList","Robert Sedgewick, Michael Schidlowsky","Odeon Books","null"
"13847472","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Powell's  Books","null"
"13847473","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Morgenstundt Buch & Kunst","null"
"13847474","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Versandantiquariat Robert A. Mueller","null"
"13847475","","9780201361216","AuthorsNamesList","Robert Sedgewick","paperbackworld.de","null"
"13847476","","9780201361216","AuthorsNamesList","Robert Sedgewick, Michael Schidlowsky","Papamedia.com","null"
"13847477","","9780201361216","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847478","","9780201361216","AuthorsNamesList","Robert Sedgewick","The Book Depository","null"
"13847479","","9780201361216","AuthorsNamesList","Sedgewick, Robert; Schidlowsky, Michael","THESAINTBOOKSTORE","null"
"13847480","","9780201361216","AuthorsNamesList","Robert Sedgewick","Bobs Books","null"
"13847481","","9780201361216","AuthorsNamesList","Robert Sedgewick","Revaluation Books","null"
"13847482","","9780201775785","AuthorsNamesList","Robert Sedgewick","ben artoge bookstore","null"
"13847483","","9780201775785","AuthorsNamesList","Sedgewick, Robert","Caiman","null"
"13847484","","9780201775785","AuthorsNamesList","Robert Sedgewick","Odeon Books","null"
"13847485","","9780201775785","AuthorsNamesList","Sedgewick, Robert","A1Books","null"
"13847486","","9780201775785","AuthorsNamesList","Robert Sedgewick","Papamedia.com","null"
"13847487","","9780201775785","AuthorsNamesList","Robert Sedgewick","paperbackworld.de","null"
"13847488","","9780201775785","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847489","","9780201361209","AuthorsNamesList","Sedgewick","Technischer Overseas Pvt. Ltd.","null"
"13847490","","9780201361209","AuthorsNamesList","Sedgewick, Robert; Schidlowsky, Michael","ReadMate","null"
"13847491","","9780201361209","AuthorsNamesList","Sedgewick, Robert","The E","null"
"13847492","","9780201361209","AuthorsNamesList","Robert Sedgewick, Michael Schidlowsky","happybook","null"
"13847493","","9780201361209","AuthorsNamesList","Sedgewick, Robert; Schidlowsky, Michael","EnjoyStudy","null"
"13847494","","9780201361209","AuthorsNamesList","Sedgewick","textbooksNow","null"
"13847495","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Indoo.com","null"
"13847496","","9780201361209","AuthorsNamesList","Sedgewick, Robert","A1Books","null"
"13847497","","9780201361209","AuthorsNamesList","Robert Sedgewick","textbookxdotcom","null"
"13847498","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Powell's  Books","null"
"13847499","","9780201361209","AuthorsNamesList","Robert Sedgewick, Michael Schidlowsky","HTBOOK","null"
"13847500","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Morgenstundt Buch & Kunst","null"
"13847501","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Versandantiquariat Robert A. Mueller","null"
"13847502","","9780201361209","AuthorsNamesList","Robert Sedgewick","paperbackworld.de","null"
"13847503","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Caiman","null"
"13847504","","9780201361209","AuthorsNamesList","Sedgewick","Bobs Books","null"
"13847505","","9780201361209","AuthorsNamesList","Sedgewick","Books Down Under","null"
"13847506","","9780201361209","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847507","","9780201361209","AuthorsNamesList","Robert Sedgewick","The Book Depository","null"
"13847508","","9780201361209","AuthorsNamesList","Sedgewick, Robert; Schidlowsky, Michael","THESAINTBOOKSTORE","null"
"13847509","","9780201361209","AuthorsNamesList","Sedgewick","Bobs Books","null"
"13847510","","9780201361209","AuthorsNamesList","Robert Sedgewick","Bobs Books","null"
"13847511","","9780201361209","AuthorsNamesList","John Fuller Robert Sedgewick , Princeton University","Books Down Under","null"
"13847512","","9780201361209","AuthorsNamesList","John Fuller Robert Sedgewick , Princeton University","Bobs Books","null"
"13847513","","9780201361209","AuthorsNamesList","Sedgewick","Gunter Koppon","null"
"13847514","","9780201361209","AuthorsNamesList","Sedgewick","Gunars Store","null"
"13847515","","9780201756081","AuthorsNamesList","0","Sunmark Store","null"
"13847516","","9780201756081","AuthorsNamesList","Sedgewick, Robert","Indoo.com","null"
"13847517","","9780201756081","AuthorsNamesList","Sedgewick, Robert","A1Books","null"
"13847518","","9780201756081","AuthorsNamesList","Robert Sedgewick","textbookxdotcom","null"
"13847519","","9780201756081","AuthorsNamesList","Sedgewick, Robert","Versandantiquariat Robert A. Mueller","null"
"13847520","","9780201756081","AuthorsNamesList","Robert Sedgewick","Marando.de Versandbuchhandlung","null"
"13847521","","9780201756081","AuthorsNamesList","Robert Sedgewick","AHA-BUCH","null"
"13847522","","9780201756081","AuthorsNamesList","Sedgewick, Robert","Caiman","null"
"13847523","","9780201756081","AuthorsNamesList","Robert Sedgewick","paperbackworld.de","null"
"13847524","","9780201756081","AuthorsNamesList","Robert Sedgewick","Papamedia.com","null"
"13847525","","9780201756081","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847526","","9780201726848","AuthorsNamesList","Robert Sedgewick","softcoverdeal","null"
"13847527","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Books2Anywhere.com","null"
"13847528","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Books2Anywhere.com","null"
"13847529","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Caiman","null"
"13847530","","9780201726848","AuthorsNamesList","Robert Sedgewick","paperbackworld.de","null"
"13847531","","9780201726848","AuthorsNamesList","Sedgewick, Robert","A1Books","null"
"13847532","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Paperbackshop-US","null"
"13847533","","9780201726848","AuthorsNamesList","Sedgewick, Robert","AlphaCraze.com","null"
"13847534","","9780201726848","AuthorsNamesList","Sedgewick, Robert","AlphaCraze.com","null"
"13847535","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Striped Ostrich","null"
"13847536","","9780201726848","AuthorsNamesList","Robert Sedgewick","Blackwell Online","null"
"13847537","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Books2Anywhere.com","null"
"13847538","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Books2Anywhere.com","null"
"13847539","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Books2Anywhere.com","null"
"13847540","","9780201726848","AuthorsNamesList","Robert Sedgewick","textbookxdotcom","null"
"13847541","","9780201726848","AuthorsNamesList","Robert Sedgewick","Papamedia.com","null"
"13847542","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847543","","9780201726848","AuthorsNamesList","Sedgewick, Robert (Author)","Quartermelon","null"
"13847544","","9780201726848","AuthorsNamesList","Sedgewick, Robert (Author)","Stratford Books","null"
"13847545","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Englishbookservice.com GTI GmbH","null"
"13847546","","9780201726848","AuthorsNamesList","Sedgewick, Robert","Revaluation Books","null"
"13847547","","9780201896848","AuthorsNamesList","Knuth","Deepak Sachdeva","null"
"13847548","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin; Knuth, Donald","eCampus.com","null"
"13847549","","9780201896848","AuthorsNamesList","Knuth, Donald E","Powell's  Books","null"
"13847550","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin; Knuth, Donald","flybookstore","null"
"13847551","","9780201896848","AuthorsNamesList","Knuth, Donald E.,","Bookmantra.com","null"
"13847552","","9780201896848","AuthorsNamesList","Knuth, Donald E.,","Bookmantra.com","null"
"13847553","","9780201896848","AuthorsNamesList","KNUTH","OPOE-ABE Books","null"
"13847554","","9780201896848","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847555","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Indoo.com","null"
"13847556","","9780201896848","AuthorsNamesList","Knuth, Donald E.,","Bookmantra.com","null"
"13847557","","9780201896848","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847558","","9780201896848","AuthorsNamesList","Donald Knuth","textbookxdotcom","null"
"13847559","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin","Caiman","null"
"13847560","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin (Preface by)","Movies With A Smile","null"
"13847561","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Browns Books","null"
"13847562","","9780201896848","AuthorsNamesList","Donald Ervin Knuth","paperbackworld.de","null"
"13847563","","9780201896848","AuthorsNamesList","Knuth, Donald E.","AlphaCraze.com","null"
"13847564","","9780201896848","AuthorsNamesList","Knuth, Donald E.","AlphaCraze.com","null"
"13847565","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin; Knuth, Donald","Briggs Books","null"
"13847566","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin","Versandantiquariat Robert A. Mueller","null"
"13847567","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Morgenstundt Buch & Kunst","null"
"13847568","","9780201896848","AuthorsNamesList","Donald E. Knuth","AHA-BUCH","null"
"13847569","","9780201896848","AuthorsNamesList","Donald E. Knuth","Marando.de Versandbuchhandlung","null"
"13847570","","9780201896848","AuthorsNamesList","Donald E. Knuth","Players Quest","null"
"13847571","","9780201896848","AuthorsNamesList","Donald Knuth","textbookxdotcom","null"
"13847572","","9780201896848","AuthorsNamesList","KNUTH, DONALD E.","Quartermelon","null"
"13847573","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin/ Knuth, Donald","Books2Anywhere.com","null"
"13847574","","9780201896848","AuthorsNamesList","Knuth, Donald E.","AshleyJohnson","null"
"13847575","","9780201896848","AuthorsNamesList","Donald E. Knuth","Papamedia.com","null"
"13847576","","9780201896848","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
"13847577","","9780201896848","AuthorsNamesList","KNUTH, DONALD E.","Mellon's Books","null"
"13847578","","9780201896848","AuthorsNamesList","KNUTH, DONALD E.","Stratford Books","null"
"13847579","","9780201896848","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
"13847580","","9780201896848","AuthorsNamesList","Donald E. Knuth","Blackwell Online","null"
"13847581","","9780201896848","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847582","","9780201896848","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847583","","9780201896848","AuthorsNamesList","Knuth, Donald E.","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13847584","","9780201896848","AuthorsNamesList","Donald E Knuth","The Book Depository","null"
"13847585","","9780201896848","AuthorsNamesList","Knuth, Donald E.","THESAINTBOOKSTORE","null"
"13847586","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Revaluation Books","null"
"13847587","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Englishbookservice.com GTI GmbH","null"
"13847588","","9780201896848","AuthorsNamesList","Donald E. Knuth","Revaluation Books","null"
"13847589","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Revaluation Books","null"
"13847590","","9780201896848","AuthorsNamesList","KNUTH, DONALD E. (PROFESSOR EMERITUS OF THE ART OF COMPUTER PROG","Bobs Books","null"
"13847591","","9780201896848","AuthorsNamesList","Donald E Knuth","Bobs Books","null"
"13847592","","9780201896848","AuthorsNamesList","Knuth, Donald E.","Oxfam Bookshop Hertford","null"
"13847593","","9780201896848","AuthorsNamesList","Knuth, Donald Ervin","Limelight Bookshop","null"
"13847594","","9780201896848","AuthorsNamesList","Knuth","Gunter Koppon","null"
"13847595","","9780201896848","AuthorsNamesList","Knuth","Gunars Store","null"
"13847596","","9780201896855","AuthorsNamesList","Knuth","Deepak Sachdeva","null"
"13847597","","9780201896855","AuthorsNamesList","Donald E. Knuth","BEST BARGAIN BOOKS","null"
"13847598","","9780201896855","AuthorsNamesList","Knuth, Donald Ervin; Knuth, Donald","eCampus.com","null"
"13847599","","9780201896855","AuthorsNamesList","Knuth, Donald E.","Indoo.com","null"
"13847600","","9780201896855","AuthorsNamesList","Knuth, Donald E.","A1Books","null"
"13847601","","9780201896855","AuthorsNamesList","Donald Knuth","textbookxdotcom","null"
"13847602","","9780201896855","AuthorsNamesList","0","Sunmark Store","null"
"13847603","","9780201896855","AuthorsNamesList","Knuth, Donald E","Powell's  Books","null"
"13847604","","9780201896855","AuthorsNamesList","Knuth, Donald E.","Browns Books","null"
"13847605","","9780201896855","AuthorsNamesList","Donald Ervin Knuth","paperbackworld.de","null"
"13847606","","9780201896855","AuthorsNamesList","Knuth, Donald E.","AshleyJohnson","null"
"13847607","","9780201896855","AuthorsNamesList","Donald E. Knuth","Marando.de Versandbuchhandlung","null"
"13847608","","9780201896855","AuthorsNamesList","Knuth, Donald Ervin","Versandantiquariat Robert A. Mueller","null"
"13847609","","9780201896855","AuthorsNamesList","Donald E. Knuth","AHA-BUCH","null"
"13847610","","9780201896855","AuthorsNamesList","Knuth, Donald E.","Morgenstundt Buch & Kunst","null"
"13847611","","9780201896855","AuthorsNamesList","Knuth, Donald Ervin","Caiman","null"
"13847612","","9780201896855","AuthorsNamesList","KNUTH, DONALD E.","Mellon's Books","null"
"13847613","","9780201896855","AuthorsNamesList","Donald E. Knuth","Papamedia.com","null"
"13847614","","9780201896855","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
"13847615","","9780201896855","AuthorsNamesList","KNUTH, DONALD E.","Quartermelon","null"
"13847616","","9780201896855","AuthorsNamesList","Knuth, Donald E.","TheBookCom","null"
